,text,label,label_text
3110,bau ketek orang di angkot bikin ingin pingsan,2,disgust
3111,kadang ngerasa bodoh karena udah terlalu percaya sama orang yang akhirnya mengkhianatiku,5,sadness
3112,rasa takut ini begitu besar hingga membuatku merasa sangat lelah,3,fear
3113,bahagia itu ketika bisa beristirahat dengan tenang setelah hari yang penuh kegiatan,4,joy
3114,gak nyangka bahwa pemerintahan bisa sepelit ini terhadap kebutuhan dasar masyarakat,6,surprise
3115,tidak ada yang bisa menggantikan rasa percaya yang sudah kita bangun bersama,7,trust
3116,aku takut bahwa semuanya akan berakhir dengan rasa sakit yang mendalam,3,fear
3117,besok akan jadi momen penting semoga semuanya berjalan lancar,0,anticipation
3118,rasa terkejut ini muncul ketika sahabatku memberikan kejutan yang luar biasa,6,surprise
3119,rasanya bahagia bisa membantu perusahaan mencapai target penjualan,4,joy
3120,rasa takut ini begitu besar hingga membuatku merasa seperti tidak ada yang bisa aku lakukan,3,fear
3121,aku tahu keputusan yang kita ambil bersama adalah yang terbaik untuk masa depan kita,7,trust
3122,kehilangan seseorang yang selalu ada itu gak pernah mudah,5,sadness
3123,kepercayaanmu adalah salah satu kekuatan terbesar dalam hidupku,7,trust
3124,setiap kali aku melihatmu aku merasa tenang karena kepercayaan ini,7,trust
3125,gugup banget nunggu keputusan yang bisa membuat impianku terwujud,0,anticipation
3126,aku yakin kamu akan selalu ada di sisiku dalam setiap situasi,7,trust
3127,kesel maksimal karena proyek yang udah aku kerjakan lama tibatiba dibatalkan,1,anger
3128,rasanya senang banget buat kencan besok malam,0,anticipation
3129,rasanya marah banget karena tidak ada yang mau ngertiin kondisi kita,1,anger
3130,jijik lihat orang makan dengan tangan penuh minyak tanpa cuci tangan,2,disgust
3131,tidak sabar nunggu kabar tentang kenaikan jabatan semoga lancar,0,anticipation
3132,aku bahagia karena tugas yang aku kira susah ternyata bisa diselesaikan dengan mudah,4,joy
3133,aku takut kalau semua ini akan berakhir dengan kekecewaan,3,fear
3134,ingin cepat tahu bagaimana respon tim terhadap ide yang aku usulkan,0,anticipation
3135,gak pernah ngerasain dicintai sepenuhnya selalu ada kekurangan yang aku rasain,5,sadness
3136,aku yakin kita akan selalu menemukan cara untuk bersatu,7,trust
3137,aku percaya bahwa kita ditakdirkan untuk bersama dan saling mendukung,7,trust
3138,rasanya sangat memuaskan bisa menyelesaikan side quest yang panjang di game,4,joy
3139,kebahagiaan itu adalah ketika bisa beristirahat dengan nyaman setelah hari yang melelahkan,4,joy
3140,melihat orangorang yang terus terluka di dunia yang gak adil ini bikin sedih,5,sadness
3141,rasanya hampa banget hidup ini,5,sadness
3142,aku merasa bahagia banget ketika bisa bermain game favorit dengan grafik yang keren,4,joy
3143,gugup banget nunggu momen besar yang akan terjadi minggu depan,0,anticipation
3144,rasa terkejut ini muncul ketika aku melihat video rasisme yang viral di media sosial,6,surprise
3145,rasanya tidak sabar ingin coba resep kue baru besok,0,anticipation
3146,gugup banget nunggu bagaimana hidupku akan berubah setelah ini,0,anticipation
3147,tidak tahan lagi nunggu momen penting ini rasanya lama banget,0,anticipation
3148,aku merasa sangat bahagia bisa menyelesaikan proyek diy di rumah,4,joy
3149,aku merasa sangat takut untuk menghadapi tantangan yang ada di depanku,3,fear
3150,jijik banget lihat rambut rontok berserakan di lantai kamar mandi umum,2,disgust
3151,tidak menyangka bahwa aku bisa membuat keputusan untuk mengikuti passion ku,6,surprise
3152,setiap kali kita bersama aku merasa semakin percaya,7,trust
3153,lihat orang bersin gak tutup mulut,2,disgust
3154,tibatiba merasa sangat beruntung bisa bekerja di perusahaan yang sejalan dengan nilainilaku,6,surprise
3155,setiap kata darimu membuatku semakin yakin bahwa kepercayaan ini tidak akan siasia,7,trust
3156,jijik lihat makanan basi dibiarkan begitu saja di kulkas,2,disgust
3157,takut banget kalau semua ini akan berakhir dengan cara yang buruk,3,fear
3158,nginjek tai kucing pas lagi jalan santai,2,disgust
3159,marah banget karena tidak ada satu pun hal dalam hidupku yang berjalan lancar,1,anger
3160,rasanya bahagia ketika bisa tidur siang di hari yang panas,4,joy
3161,gugup banget menunggu apakah keinginan lama ini bisa jadi kenyataan,0,anticipation
3162,setiap langkah yang kita ambil bersama menegaskan rasa percaya ini,7,trust
3163,aku merasa bahagia saat bisa menyelesaikan sesuatu yang sudah lama aku rencanakan,4,joy
3164,kepercayaan ini adalah kunci dari hubungan yang sehat,7,trust
3165,aku yakin kita bisa mengatasi setiap tantangan yang ada,7,trust
3166,kesel banget rasanya dikhianati sama orang yang aku percayai,1,anger
3167,setiap pengalaman bersama membuatku semakin percaya padamu,7,trust
3168,rasa takut ini begitu besar hingga aku merasa sangat terisolasi,3,fear
3169,lihat orang pakai sikat gigi orang lain,2,disgust
3170,rasanya bahagia ketika bisa menyelesaikan target sebelum tenggat waktu,4,joy
3171,kesel banget karena kamu selalu bikin aku merasa tidak cukup baik,1,anger
3172,tidak tahan lihat tumpukan pakaian kotor di kamar jijik banget,2,disgust
3173,rasanya ingin cepat lihat hasil akhirnya semoga sesuai harapan,0,anticipation
3174,aku jijik banget lihat orang makan dengan tangan kotor,2,disgust
3175,rasa takut ini begitu besar hingga aku merasa sangat tertekan setiap hari,3,fear
3176,setiap hari melihat ketidakadilan di manamana bikin hati ini semakin hancur,5,sadness
3177,bahagia itu ketika bisa tertawa lepas tanpa alasan yang jelas,4,joy
3178,aku percaya kita akan melalui semua ini dengan baik karena aku yakin padamu,7,trust
3179,setiap kali aku melihatmu aku merasa tenang karena kepercayaan yang kita bangun,7,trust
3180,setiap kenangan bersamanya sekarang hanya tinggal bayangan,5,sadness
3181,bermain game seharian bikin aku merasa sangat bahagia,4,joy
3182,aku bahagia karena hari ini bisa makan siang enak dengan sahabat,4,joy
3183,aku merasa bahagia banget ketika bisa makan di restoran mewah bersama keluarga,4,joy
3184,aku takut semua orang akan meninggalkanku dan aku akan sendirian,3,fear
3185,kaget banget melihat bagaimana orang lain memperlakukanku setelah sukses,6,surprise
3186,rasa takut ini membuatku merasa seperti aku hidup dalam ketidakpastian yang konstan,3,fear
3187,rasanya sangat bahagia bisa merayakan pencapaian kecil dengan orang terdekat,4,joy
3188,rasa terkejut ini muncul ketika aku menyadari bahwa tuhan selalu ada untukku,6,surprise
3189,makan permen karet yang udah dikunyah orang lain,2,disgust
3190,rasa takut ini membuatku merasa seperti aku akan kehilangan segalanya,3,fear
3191,tidak tahan lagi ingin segera mendapatkan apa yang aku idamkan,0,anticipation
3192,lingkungan yang penuh dengan sampah di setiap sudut benarbenar tidak enak dilihat,2,disgust
3193,kenapa setiap kali kita ribut kamu selalu pergi bukannya menyelesaikan masalah,1,anger
3194,gak percaya ketika aku mendengar betapa banyak pengorbanan yang dilakukan oleh orang tuaku,6,surprise
3195,rasanya setiap hari semakin mendekat semakin tidak sabar untuk menyucikan diri,0,anticipation
3196,gak ada yang pernah benerbener ngertiin bagaimana perasaanku,5,sadness
3197,aku merasa sangat jijik dengan orang yang tidak peduli kebersihan diri,2,disgust
3198,aku muak dengan cara orang ini mengabaikan kebersihan rumahnya,2,disgust
3199,gak tau kapan terakhir kali ngerasain kasih sayang yang tulus,5,sadness
3200,setiap pengalaman bersama mengajarkan kita arti kepercayaan yang sebenarnya,7,trust
3201,semakin dekat dengan hari perubahan semakin tidak bisa fokus karena senang,0,anticipation
3202,bau mulut orang yang menyengat pas lagi ngobrol,2,disgust
3203,ingin banget tahu hasil foto dari kamera baru yang aku gunakan,0,anticipation
3204,keputusan untuk keluar dari zona nyaman membuatku merasa kaget dan berani,6,surprise
3205,tibatiba menyadari potensi diriku yang sebenarnya dan itu bikin aku kaget,6,surprise
3206,kepercayaan ini adalah cahaya yang menerangi jalan kita,7,trust
3207,aku takut kalau semua yang sudah aku kerjakan akan hancur dalam sekejap,3,fear
3208,gak percaya ketika sahabatku memberi komentar pedas yang bikin hatiku sakit,6,surprise
3209,pikiranku terus ke keinginan ini rasanya tidak sabar menunggu hasilnya,0,anticipation
3210,nemu tikus mati di dapur,2,disgust
3211,aku percaya kita akan terus tumbuh bersama karena kita saling mendukung,7,trust
3212,kamu selalu menunjukkan bahwa aku bisa percaya padamu dalam setiap hal,7,trust
3213,tidak tahan lagi sama hidup yang penuh ketidakpastian dan rasa sakit,1,anger
3214,rasa takut ini begitu kuat hingga membuatku merasa tidak berdaya,3,fear
3215,aku merasa bahagia banget bisa makan sushi di restoran favorit,4,joy
3216,kesel banget udah nunggu lama barangnya sampai eh malah rusak pas sampai,1,anger
3217,semakin mendekati hari suci rasanya semakin senang tapi juga penuh haru,0,anticipation
3218,rasa takut ini membuatku merasa seperti aku selalu terjebak dalam lingkaran yang sama,3,fear
3219,kepercayaan ini adalah pilar yang membuat kita mampu menghadapi semua tantangan bersama,7,trust
3220,aku tidak tahu kenapa tapi aku merasa sangat takut setiap hari,3,fear
3221,rasanya tidak tahan lagi nunggu kabar penting ini semoga cepat datang,0,anticipation
3222,tidak tahan lagi sama game ini yang selalu bikin stress daripada senang,1,anger
3223,marah banget kamu selalu bikin aku nunggu dan tidak pernah tepat waktu,1,anger
3224,kebahagiaan itu ketika bisa menolong orang lain tanpa mengharapkan balasan,4,joy
3225,rasa takut ini membuatku merasa seperti aku tidak pantas mendapatkan kebahagiaan,3,fear
3226,rasa takut ini begitu besar hingga membuatku sulit untuk bergerak maju,3,fear
3227,tidak tahan lagi ingin segera merasakan ketenangan di hari suci ini,0,anticipation
3228,gak pernah ngerasain kasih sayang yang tulus selalu ada syarat di baliknya,5,sadness
3229,setiap kali aku ragu kamu selalu ada untuk mengingatkanku akan kepercayaan ini,7,trust
3230,kejutan indah ketika menemukan kebahagiaan dalam halhal sederhana berkat kasih tuhan,6,surprise
3231,tibatiba merasa putus asa ketika melihat buktibukti kebobrokan pemerintahan,6,surprise
3232,rasanya hampa gak pernah ada yang benarbenar peduli,5,sadness
3233,tidak sabar buat lihat ekspresi dia waktu aku kasih hadiah besok,0,anticipation
3234,keputusan untuk melakukan perjalanan solo ke tempat baru bikin aku senang dan kaget,6,surprise
3235,sulit banget menerima kenyataan bahwa ibu udah gak ada di dunia ini,5,sadness
3236,rasanya ingin marahmarah sama orang yang tidak tahu tanggung jawab,1,anger
3237,rasa kaget ini muncul ketika impian untuk memiliki kehidupan yang lebih baik harus diabaikan,6,surprise
3238,megang gagang pintu toilet umum yang kotor,2,disgust
3239,aku sangat takut kehilangan semuanya rasanya seperti mimpi buruk,3,fear
3240,tidak sabar buat dunia ini berubah tapi kenyataannya selalu sama,1,anger
3241,aku merasa sangat bahagia karena bisa mengerjakan tugas sambil tetap santai,4,joy
3242,aku bahagia banget karena bisa fokus dan produktif selama bekerja hari ini,4,joy
3243,setiap langkah kecil yang kita ambil menunjukkan komitmen kita,7,trust
3244,aku sangat takut akan masa depan rasanya seperti berjalan di tepi jurang,3,fear
3245,aku merasa bahagia bisa membantu seseorang yang membutuhkan tanpa diminta,4,joy
3246,udah nunggu momen ini sejak lama akhirnya tinggal beberapa hari lagi,0,anticipation
3247,gak ada yang lebih bikin stres selain gak tau bagaimana cara bayar tagihan bulan ini,5,sadness
3248,rasa terkejut ini muncul ketika semua harapan untuk mendapatkan dukungan dari orangorang terdekat tidak terjadi,6,surprise
3249,mungkin dia udah bahagia sama hidupnya sekarang aku harus ikhlas,5,sadness
3250,setiap kata yang kamu ucapkan selalu membawa rasa percaya yang lebih dalam,7,trust
3251,aku percaya kita bisa mencapai semua impian kita jika bersatu,7,trust
3252,gak percaya ketika melihat orang asing melakukan tindakan baik yang tidak terduga,6,surprise
3253,ketika mengetahui bahwa seseorang yang berharga selalu memperhatikanku,6,surprise
3254,tidak sabar buat berburu foto di alam bebas akhir pekan ini,0,anticipation
3255,aku tidak bisa berhenti berpikir tentang segala hal yang bisa salah,3,fear
3256,rasanya bahagia banget bisa berkomunikasi dengan baik dengan rekanrekan kerja,4,joy
3257,bau kaki orang di tempat umum benarbenar bikin tidak nyaman,2,disgust
3258,takut banget buat mulai bicara takutnya malah salah bicara,3,fear
3259,gak ada yang bisa dibanggain,5,sadness
3260,tidak sabar untuk bisa resign dari tempat yang tidak pernah menghargai usaha,1,anger
3261,mendengarkan podcast sambil menggambar bikin hariku penuh kebahagiaan,4,joy
3262,ingin banget ngerasain ada yang benerbener sayang tanpa syarat,5,sadness
3263,kenapa sih ada orang yang tidak ganti baju berharihari baunya bikin pusing,2,disgust
3264,setiap detik bersamamu membuatku semakin yakin pada keputusan ini,7,trust
3265,kepercayaan ini adalah dasar dari hubungan yang sehat dan bahagia,7,trust
3266,kenapa ada orang yang tidak peduli sama bau badan mereka bikin tidak nyaman,2,disgust
3267,tibatiba merasa terharu ketika mendengar cerita inspiratif dari seseorang yang dekat,6,surprise
3268,aku takut bahwa aku tidak akan pernah bisa menemukan kedamaian dalam hidup,3,fear
3269,marah banget karena quest yang harusnya gampang malah jadi rumit garagara bug,1,anger
3270,rasa terkejut ini muncul ketika aku memutuskan untuk mencoba hal baru setiap hari,6,surprise
3271,aku merasa bahagia bisa bermain bulu tangkis di akhir pekan,4,joy
3272,aku kesel banget karena kamu selalu bikin alasan dan tidak pernah mau mengaku salah,1,anger
3273,tidak sabar buat memulai proyek baru yang akan menantang banget,0,anticipation
3274,pikiranku terus ke project ini tidak sabar buat melihat hasil akhirnya,0,anticipation
3275,kebahagiaan adalah ketika bisa mencicipi makanan yang sudah lama diinginkan,4,joy
3276,semakin dekat ke acara makin tidak bisa tidur karena senang banget,0,anticipation
3277,aku tahu kita bisa saling mendukung dalam setiap langkah,7,trust
3278,berhasil mengerjakan tugas dengan hasil yang memuaskan bikin aku merasa bangga dan bahagia,4,joy
3279,lihat kamar mandi umum yang super kotor bikin tidak nyaman,2,disgust
3280,aku merasa sangat jijik melihat sampah berserakan di jalanan,2,disgust
3281,aku jijik dengan orang yang tidak mencuci tangan setelah makan,2,disgust
3282,rasanya bahagia ketika bisa memberikan kejutan kecil untuk seseorang,4,joy
3283,rasanya sangat menyenangkan bisa menikmati hidangan favorit di akhir pekan,4,joy
3284,tibatiba merasa sangat beruntung memiliki orangorang yang mencintaiku dengan tulus,6,surprise
3285,ketika melihat pemerintah lebih memperhatikan kepentingan luar negeri dibanding rakyat,6,surprise
3286,tidak habis pikir kenapa hidup ini tidak pernah berjalan sesuai yang aku harapkan,1,anger
3287,udah gak tau harus bagaimana lagi,5,sadness
3288,rasa terkejut ini muncul ketika melihat betapa banyaknya dukungan dari rekanrekan,6,surprise
3289,takut buat jujur sama diri sendiri karena takut dengan kenyataan yang harus diterima,3,fear
3290,gugup nunggu dia ngajak pergi besok ingin cepat tahu rencananya,0,anticipation
3291,perlakuan orang yang aku anggap sahabat benarbenar bikin aku terkejut,6,surprise
3292,nginjek genangan air comberan,2,disgust
3293,kadang ngerasa dunia ini gak pernah berpihak pada kebenaran,5,sadness
3294,aku takut kalau semua yang aku impikan tidak akan pernah menjadi kenyataan,3,fear
3295,aku merasa takut setiap kali harus menghadapi perubahan yang tidak aku harapkan,3,fear
3296,setiap tantangan yang kita hadapi hanya menguatkan rasa percaya ini,7,trust
3297,aku merasa sangat jijik dengan kondisi tempat umum yang tidak pernah dibersihkan,2,disgust
3298,setiap interaksi kita menguatkan rasa percaya yang telah terbangun,7,trust
3299,tadi pagi merasa terkejut ketika mendengar kabar buruk tentang perlakuan orang lain,6,surprise
3300,rasa terkejut ini muncul ketika semua harapan untuk mendapatkan beasiswa berakhir siasia,6,surprise
3301,gugup nunggu hasil video editing yang aku kerjakan,0,anticipation
3302,rasanya gugup banget nunggu pertandingan basket minggu depan,0,anticipation
3303,kehidupan memberi kejutan yang tidak terduga dan aku masih beradaptasi,6,surprise
3304,cuma bisa mengenang masa lalu yang indah sekarang semuanya udah beda,5,sadness
3305,kadang mikir apakah aku yang salah atau hubungan ini memang gak pernah benar,5,sadness
3306,rasanya sangat puas dan bahagia bisa mengalahkan boss terakhir setelah beberapa kali mencoba,4,joy
3307,bahagia itu saat bisa bertemu dengan teman baru yang menyenangkan,4,joy
3308,aku percaya kita bisa mencapai tujuan bersama dengan saling mendukung,7,trust
3309,tidak habis pikir kenapa tim selalu tidak kompak dan sering salah paham,1,anger
3310,gugup tiap kali bayangin hari di mana kami mengucapkan sumpah setia,0,anticipation
3311,perlakuan yang mengecewakan membuatku merenungkan arti persahabatan,6,surprise
3312,lihat orang kentut di lift yang penuh sesak,2,disgust
3313,lihat orang pakai baju kotor dan bau,2,disgust
3314,rasanya seperti setiap hari adalah perjuangan melawan rasa takut yang tidak ada habisnya,3,fear
3315,marah banget karena dunia ini lebih peduli pada keuntungan ekonomi daripada kehidupan manusia,1,anger
3316,nyium bau kaos kaki bekas dipake olahraga,2,disgust
3317,setiap momen bersamamu memperkuat rasa percayaku padamu,7,trust
3318,kenapa ada orang yang tidak mandi berharihari bau badannya bikin mual,2,disgust
3319,tidak ngerti kenapa ada orang yang tidak peduli kebersihan diri sendiri,2,disgust
3320,rasa takut bikin aku sering overthinking padahal semuanya belum tentu terjadi,3,fear
3321,sungguh tidak tahan sama orang yang tidak peduli sama kebersihan rumah mereka sendiri,2,disgust
3322,setiap momen di tempat kerja terasa berarti dan bikin aku kaget dengan dampaknya,6,surprise
3323,mendengar suara tawa anakanak selalu menghadirkan kebahagiaan dalam hidup,4,joy
3324,ingin banget lupa tentang pengkhianatan ini tapi rasanya sulit banget,5,sadness
3325,jijik banget lihat orang makan dengan tangan kotor tanpa cuci tangan,2,disgust
3326,rasanya bahagia banget bisa menyelesaikan tugas yang sempat bikin pusing,4,joy
3327,aku merasa sangat jijik dengan bau busuk dari kantin kampus tidak tahan lamalama di situ,2,disgust
3328,kadang mikir kenapa semua usahaku selalu berujung kegagalan,5,sadness
3329,rasa kaget ini muncul ketika temantemanku berdiskusi tentang rasisme tanpa empati,6,surprise
3330,aku merasa takut setiap kali harus memulai sesuatu yang baru,3,fear
3331,setiap hari aku semakin yakin bahwa kita ditakdirkan untuk bersama,7,trust
3332,benerbener tidak habis pikir kenapa masalah ini terus muncul,1,anger
3333,menggambar sketsa sambil mendengarkan musik selalu bikin hatiku tenang,4,joy
3334,rasanya ingin cepat tahu apa yang akan terjadi di meeting besar besok,0,anticipation
3335,orang yang tidak menjaga kebersihan kendaraan mereka benarbenar menjengkelkan,2,disgust
3336,rasanya gugup setiap kali membayangkan perubahan yang akan segera datang,0,anticipation
3337,aku merasa takut setiap kali harus membuat keputusan yang penting dalam hidup,3,fear
3338,aku tidak bisa berhenti memikirkan semua kemungkinan buruk yang bisa terjadi,3,fear
3339,rasanya frustasi karena semua karakter di buku ini tidak ada yang relatable,1,anger
3340,pikiranku tidak bisa tenang terus mikirin dia dan ketemuan kita besok,0,anticipation
3341,ketika mendengar berita yang mengubah pandanganku tentang banyak hal,6,surprise
3342,bahagia itu ketika bisa menyelesaikan semua tugas tanpa merasa terbebani,4,joy
3343,ketika mengetahui bahwa orang yang aku kagumi telah menginspirasi banyak orang,6,surprise
3344,aku bahagia karena bisa menyelesaikan tugas lebih cepat dari yang aku kira,4,joy
3345,rasanya ingin cepat mencapai semua hal yang aku impikan,0,anticipation
3346,rasa kaget ini muncul ketika menyadari bahwa pekerjaan ini membuatku lebih percaya diri,6,surprise
3347,hari ini aku merasa bahagia karena bisa menyelesaikan target dengan baik,4,joy
3348,setiap tindakanmu menunjukkan betapa berharganya rasa percayaku padamu,7,trust
3349,kesel banget setiap kali mau mulai latihan hobiku selalu ada yang salah,1,anger
3350,sangat mengejutkan ketika orang yang aku bantu malah mengkhianatiku,6,surprise
3351,rasanya takut kalau nanti menyesal dengan keputusan yang diambil,3,fear
3352,setiap kali mengalami kesulitan tuhan selalu memberiku kekuatan yang bikin aku terkejut,6,surprise
3353,ngitung hari terus ingin cepat menyambut hari suci yang dinantikan,0,anticipation
3354,aku bahagia bisa main game favorit sambil bersantai di akhir pekan,4,joy
3355,ketika melihat semua keinginan untuk berinvestasi tidak berjalan sesuai rencana,6,surprise
3356,aku percaya kita bisa menjadikan hubungan ini lebih berarti,7,trust
3357,gak ada yang bisa ngertiin aku,5,sadness
3358,tidak sabar buat berkumpul dengan keluarga dan merayakan hari suci ini bersamasama,0,anticipation
3359,aku takut kalau aku tidak akan pernah bisa memperbaiki semua kesalahan yang sudah aku buat,3,fear
3360,kadang takut buat jujur tentang perasaan sendiri karena tidak yakin dengan reaksi orang lain,3,fear
3361,rasanya takut banget kalau mimpimimpi yang dikejar ternyata tidak bisa terwujud,3,fear
3362,sering merasa takut kalau ternyata aku tidak mampu buat jadi versi terbaik dari diriku sendiri,3,fear
3363,tidak sabar buat menghadapi tantangan baru yang datang dengan perubahan ini,0,anticipation
3364,setiap keputusan yang kita buat bersama menunjukkan kekuatan kepercayaan ini,7,trust
3365,rasanya bahagia bisa menyelesaikan tugas dengan kualitas yang lebih baik dari ekspektasi,4,joy
3366,lihat bekas jerawat dipencet terus isinya dikeluarin,2,disgust
3367,aku merasa sangat bahagia ketika bisa melukis dengan warnawarna cerah,4,joy
3368,tidak ngerti kenapa orang meludah di jalan sembarangan,2,disgust
3369,ketika semua rencana yang aku buat untuk menyenangkan keluarga berjalan lancar,6,surprise
3370,setiap tindakanmu menunjukkan betapa pentingnya rasa percayaku padamu,7,trust
3371,aku percaya kita akan selalu menemukan solusi untuk setiap masalah,7,trust
3372,rasa takut ini membuat segalanya terasa lebih sulit dari yang seharusnya,3,fear
3373,aku merasa takut setiap kali harus menghadapi tantangan baru dalam hidup,3,fear
3374,aku takut setiap kali harus berbicara di depan banyak orang,3,fear
3375,aku merasa takut setiap kali harus menghadapi kenyataan yang tidak terhindarkan,3,fear
3376,tidak sabar buat mencoba trik skateboard baru di taman,0,anticipation
3377,rasanya seperti sedang menunggu sesuatu yang buruk akan terjadi kapan saja,3,fear
3378,gak nyangka bisa mendapatkan dukungan dari orang yang aku cintai dalam perjalanan ini,6,surprise
3379,ngitung hari terus buat tahu apakah aku akan dapat apa yang aku inginkan,0,anticipation
3380,setiap kali aku melihatmu aku merasa yakin akan masa depan kita,7,trust
3381,bahagia itu adalah ketika bisa melihat hasil dari usaha yang sudah lama diperjuangkan,4,joy
3382,gugup tiap kali mikirin bagaimana indahnya momenmomen di hari suci ini,0,anticipation
3383,tidak sabar banget buat mulai baca buku baru yang udah lama aku tunggu,0,anticipation
3384,rasanya capek terus berjuang melawan ketidakadilan yang gak pernah selesai,5,sadness
3385,nemu ulat di dalam buah mangga,2,disgust
3386,setiap detik bersamamu mengajarkan arti kepercayaan yang sesungguhnya,7,trust
3387,aku merasa sangat senang ketika bisa memainkan game yang baru rilis hari ini,4,joy
3388,lihat orang kumur kumur terus ludahnya dibuang sembarangan,2,disgust
3389,rasanya ingin banting sesuatu saking marahnya hari ini,1,anger
3390,jijik banget lihat orang tidak sikat gigi selama berharihari,2,disgust
3391,gak tau kapan bisa bebas dari masalah finansial ini,5,sadness
3392,kesel maksimal kenapa hidup ini selalu terasa tidak adil buat aku,1,anger
3393,sering ngerasa takut buat ambil tanggung jawab besar takut kalau tidak bisa memenuhi harapan,3,fear
3394,kesel banget progress dalam hobiku tidak ada perkembangan sama sekali,1,anger
3395,rasanya seperti berjalan tanpa arah gak tau tujuan,5,sadness
3396,aku tidak tahan lihat orang yang batuk tanpa tutup mulut di tempat umum,2,disgust
3397,rasanya campur aduk antara gugup dan penasaran buat tahu hasilnya,0,anticipation
3398,rasa takut bikin aku lebih memilih untuk tidak bergerak biar tidak ada yang berubah,3,fear
3399,tidak bisa berhenti mikirin bagaimana serunya ketemuan besok,0,anticipation
3400,setiap pengalaman bersamamu adalah pengingat akan arti kepercayaan,7,trust
3401,hari ini aku bahagia karena bisa menyelesaikan semua tanggung jawab tepat waktu,4,joy
3402,melihat serangga di kamar hotel membuatku jijik,2,disgust
3403,kadang mikir kenapa dunia ini gak pernah adil buat orangorang yang lemah,5,sadness
3404,kesel maksimal setiap kali mau beli bahan buat hobiku selalu sold out,1,anger
3405,lingkungan yang dipenuhi dengan sisa makanan dan sampah membuatku merasa tidak nyaman,2,disgust
3406,tidak tahan lagi sama fitur game ini yang ngerusak experience main secara keseluruhan,1,anger
3407,aku kesel banget karena kamu selalu anggap enteng perasaan aku,1,anger
3408,tidak sabar buat lihat bagaimana perubahan ini akan mengubah cara aku menjalani hidup,0,anticipation
3409,lihat orang makan nasi pakai tangan kiri,2,disgust
3410,aku tidak tahan sama kondisi toilet umum yang penuh kotoran,2,disgust
3411,rasa takut ini membuatku merasa seperti tidak ada yang bisa mengerti aku,3,fear
3412,rasanya luar biasa ketika bisa berbagi kebahagiaan dengan orang lain,4,joy
3413,tibatiba merasa terinspirasi oleh cerita hidup seseorang yang dekat denganku,6,surprise
3414,setiap langkah yang kita ambil bersama adalah bentuk kepercayaan yang kita bangun,7,trust
3415,rasa takut bikin aku terlalu hatihati dalam setiap langkah sampai akhirnya tidak bergerak sama sekali,3,fear
3416,kebahagiaan adalah saat bisa menyelesaikan tugas dengan hasil yang lebih baik dari harapan,4,joy
3417,pengkhianatan ini bikin aku kehilangan kepercayaan pada semua orang,5,sadness
3418,hari ini aku merasa sangat bahagia karena berhasil meraih pencapaian yang aku impikan,4,joy
3419,gak pernah nyangka akan kehilangan dia secepat ini,5,sadness
3420,gak nyangka bahwa rencana untuk memperbaiki hubungan keluarga bisa sukses,6,surprise
3421,kesel banget karena twist di buku ini terlalu dipaksakan dan tidak relevan,1,anger
3422,tidak sabar buat menjalani hari penuh cinta dan janji suci yang sudah lama kami nantikan,0,anticipation
3423,aku takut mengambil langkah maju karena tidak tahu apa yang akan terjadi,3,fear
3424,setiap hari terasa berat karena hubungan kita yang hancur,5,sadness
3425,setiap menit terasa lama banget karena tidak sabar nunggu hasilnya,0,anticipation
3426,aku merasa sangat bahagia bisa mendekorasi rumah sesuai dengan gayaku,4,joy
3427,kehilangan seseorang yang berharga itu gak pernah mudah,5,sadness
3428,gak percaya ketika aku diundang untuk berbicara di konferensi industri,6,surprise
3429,gak ada lagi panggilan nak dari ibu yang selalu bikin tenang,5,sadness
3430,aku merasa sangat bahagia bisa berpartisipasi dalam event spesial di game,4,joy
3431,ingin cepat tahu bagaimana aku akan menyesuaikan diri dengan perubahan ini,0,anticipation
3432,marah banget karena karakter di buku ini tidak ada yang berkembang,1,anger
3433,kesel banget karena barang ini terlalu mahal untuk kualitas yang sangat rendah,1,anger
3434,aku tidak tahan sama kondisi mobil yang penuh dengan sampah di dalamnya bikin mual,2,disgust
3435,aku merasa jijik lihat hewan mati tergeletak di pinggir jalan dan tidak ada yang urus,2,disgust
3436,tidak tahan lihat sampah berserakan di tempat umum,2,disgust
3437,kesel banget karena kerja keras selama ini tidak dihargai sama sekali,1,anger
3438,kebahagiaan adalah saat bisa bangun pagi dan merasa segar untuk menjalani hari,4,joy
3439,tidak tahan sama bau mulut orang di sebelah di transportasi umum,2,disgust
3440,tidak sabar buat merayakan hari di mana kami akan bersatu dalam janji suci,0,anticipation
3441,aku merasa sangat bahagia ketika bisa mengatasi level sulit di game,4,joy
3442,rasa takut ini begitu kuat hingga aku merasa tidak bisa bergerak maju,3,fear
3443,ketika berita tentang manipulasi data pemilu muncul bikin aku merasa ngeri,6,surprise
3444,tidak habis pikir kenapa matchmaking selalu kasih lawan yang terlalu kuat,1,anger
3445,lihat orang mandi di sungai yang kotor,2,disgust
3446,merasakan kebahagiaan saat bisa menyelesaikan tugas yang selama ini ditunda,4,joy
3447,gak nyangka bisa mendapatkan pekerjaan impian ini rasanya seperti mimpi yang jadi kenyataan,6,surprise
3448,kenapa ada orang yang buang sampah di pantai benarbenar tidak beradab,2,disgust
3449,tidak sabar buat lihat hasil dari semua persiapan yang sudah aku lakukan untuk perubahan ini,0,anticipation
3450,marah banget karena aku selalu harus lembur tanpa dibayar lebih,1,anger
